time,condition1,
256,-3884.5839090448985,
257,-3899.4765773943473,
258,-3912.7018569954234,
259,-3929.8544105227106,
260,-3948.5749699216476,
261,-3967.293344030885,
262,-3986.009573112959,
263,-3997.646619920237,
264,-4013.2125419990098,
265,-4030.3472307906636,
266,-4051.4092215511214,
267,-4070.8984361122175,
268,-4084.8783519155677,
269,-4099.642532168193,
270,-4117.432809758292,
271,-4135.09227648376,
272,-4150.288301862446,
273,-4166.14859050384,
274,-4181.121167283336,
275,-4199.063510676605,
276,-4214.6014154203895,
277,-4227.776692212757,
278,-4244.884455427258,
279,-4261.989712797788,
280,-4282.240814012574,
281,-4296.979210374309,
282,-4316.3215395428715,
283,-4329.272304059751,
284,-4344.469711943277,
285,-4359.560844247197,
286,-4373.773066350941,
287,-4391.741886961651,
288,-4408.043559994356,
289,-4420.40660278289,
290,-4436.70472987606,
291,-4451.42597196127,
292,-4466.145014319053,
293,-4487.158252348056,
294,-4501.87210480983,
295,-4514.22168017839,
296,-4532.867071866193,
297,-4549.149042066782,
298,-4566.216184929862,
299,-4581.706359477636,
300,-4601.802665525609,
301,-4620.201395671882,
302,-4635.360033142477,
303,-4651.196040284678,
304,-4666.15365506821,
305,-4681.785526144366,
306,-4701.163079739718,
307,-4719.64779969124,
308,-4734.954784819656,
309,-4747.876844349411,
310,-4762.994623642087,
311,-4779.529838036153,
312,-4792.940384541314,
313,-4812.284307313562,
314,-4831.505411528528,
315,-4845.371750571988,
316,-4859.895834022461,
317,-4875.071456744028,
318,-4890.151934495554,
319,-4903.6616739167,
320,-4918.559126208178,
321,-4933.36404774008,
322,-4947.345912002097,
323,-4959.05408276457,
324,-4976.155825393507,
325,-4989.313046898322,
326,-5011.150817259177,
327,-5029.830769107098,
328,-5045.349536033708,
329,-5064.8155868935255,
330,-5081.014019121459,
331,-5094.759487152009,
332,-5110.770709876294,
333,-5129.807762600536,
334,-5144.840677452419,
335,-5162.887234672544,
336,-5180.826690662878,
337,-5197.888805445105,
338,-5214.08134310072,
339,-5227.112013871788,
340,-5243.888287986698,
341,-5259.804284427374,
342,-5275.627476224078,
343,-5289.843193554769,
344,-5305.48758740156,
345,-5318.028112886712,
346,-5333.50111276513,
347,-5348.88518735689,
348,-5365.192744881711,
349,-5379.919669490512,
350,-5397.017275532035,
351,-5413.321990530158,
352,-5427.251841253348,
353,-5444.343277871855,
354,-5459.851053837881,
355,-5478.5201867156675,
356,-5490.859828649581,
357,-5507.943328487383,
358,-5525.024966602734,
359,-5539.732069319517,
360,-5553.568978002832,
361,-5569.68904609106,
362,-5583.367192256091,
363,-5596.970183771859,
364,-5616.739204718196,
365,-5634.066379861695,
366,-5651.299128982613,
367,-5667.664510334809,
368,-5681.626346200146,
369,-5694.743183383377,
370,-5712.39404043056,
371,-5727.65382426258,
372,-5743.595126252737,
373,-5757.928582560329,
374,-5775.222669401203,
375,-5790.910267266067,
376,-5802.738437016945,
377,-5819.776724611841,
378,-5835.272331923391,
379,-5852.351308345866,
380,-5867.846230583515,
381,-5887.295035531088,
382,-5904.368947972219,
383,-5923.024035842824,
384,-5939.214121863373,
385,-5955.320321427854,
386,-5965.846291919892,
387,-5981.017569453372,
388,-5995.329598313559,
389,-6008.788988105629,
390,-6021.896264959889,
391,-6038.166628680603,
392,-6048.108718717035,
393,-6064.3756594295155,
394,-6083.802747041368,
395,-6101.647795882719,
396,-6119.402945233686,
397,-6136.282174829111,
398,-6150.722618080657,
399,-6168.221916755999,
400,-6180.9490628593185,
401,-6197.507240126364,
402,-6213.983242816403,
403,-6225.727595532657,
404,-6241.279454704687,
405,-6252.898721417686,
406,-6269.846002417193,
407,-6282.8731280686,
408,-6298.898710455256,
409,-6316.373464459569,
410,-6331.477739631702,
411,-6345.7487276330885,
412,-6360.708732070315,
413,-6378.62164241852,
414,-6394.881964684664,
415,-6411.934224539724,
416,-6428.194092849499,
417,-6442.870597262064,
418,-6456.754890549769,
419,-6472.219452448303,
420,-6489.977051488907,
421,-6506.863526236577,
422,-6523.67015949608,
423,-6539.61426322715,
424,-6557.827565906806,
425,-6571.277905848007,
426,-6586.220746555468,
427,-6601.093760904478,
428,-6616.671561325377,
429,-6632.949230706031,
430,-6646.839769925729,
431,-6665.278490725939,
432,-6679.797179864987,
433,-6694.24896260247,
434,-6707.870853801996,
435,-6719.906868190804,
436,-6736.4475129971015,
437,-6754.42906469258,
438,-6770.815715225268,
439,-6785.618338921281,
440,-6800.353830537038,
441,-6818.028068829073,
442,-6833.37353457665,
443,-6847.1539340211475,
444,-6865.788762883961,
445,-6881.260512208478,
446,-6893.565248143727,
447,-6909.034314997175,
448,-6928.457759487288,
449,-6945.50652817315,
450,-6960.110907153933,
451,-6977.014209722456,
452,-6993.842884023568,
453,-7010.597423195594,
454,-7024.930355119355,
455,-7042.32417248678,
456,-7056.990932231081,
457,-7074.822869201224,
458,-7089.487513936186,
459,-7107.316781694856,
460,-7123.561812466283,
461,-7142.180227207265,
462,-7156.83924043115,
463,-7172.288719764128,
464,-7187.736918341643,
465,-7206.350129302067,
466,-7223.379077455681,
467,-7241.990351833165,
468,-7260.522260435056,
469,-7275.033336697988,
470,-7285.549191019024,
471,-7303.085972414531,
472,-7321.331996756401,
473,-7342.627999699543,
474,-7356.813473603361,
475,-7373.274715325361,
476,-7390.443762064091,
477,-7405.215372562774,
478,-7419.151724820498,
479,-7435.345918171448,
480,-7449.932046367422,
481,-7466.763950855658,
482,-7485.060507815672,
483,-7502.515869341092,
484,-7519.899249994242,
485,-7534.161337093911,
486,-7548.808199979961,
487,-7566.62650560827,
488,-7584.443797830775,
489,-7603.052818723226,
490,-7616.903885243578,
491,-7633.925095647148,
492,-7650.1523726475125,
493,-7667.171327244432,
494,-7681.810607677263,
495,-7697.241651109041,
496,-7715.84257087518,
497,-7729.685463524371,
498,-7745.055455353776,
